"gene","Compartment","log2FoldChange"
"g27254","A",-3.58249928251995
"g21582","A",-2.65162789455753
"g18829","A",2.75702391103823
"g3087","A",2.8935220123944
"g22056","A",2.26821956588998
"g9297","A",2.43253329704222
"g12098","A",3.43094607859565
"g2975","A",2.76593041245933
"g2422","A",-2.41525116002213
"g17178","A",2.46515937583147
"g14894","A",2.53453265287029
"g1349","A",-3.37095684952967
"g1038","A",1.95380319532339
"g19708","A",-3.59456397308237
"g6860","A",1.72881307734334
"g27063","A",4.60825425116247
"g10554","A",-3.47264210621953
"g7791","A",1.515979828272
"g1337","A",-2.88930738011592
"g9002","A",-2.62001928626393
"g29582","A",2.3278226594656
"g22005","A",4.839329307246
"g13513","A",-2.27221059648266
"g8970","A",-1.65189658084782
"g15840","A",-6.9984649345558
"g17819","A",2.42823126417106
"g5082","A",2.98673353217511
"g1040","A",-1.83179705805946
"g15037","A",-2.22515744410091
"g574","A",5.66078875509282
"g21605","A",-2.13408779854636
"g28282","A",-4.47105166458824
"g20118","A",-2.64350710287769
"g20740","A",2.02210857930079
"g14354","A",-2.03680772867557
"g17237","A",-2.38172077724152
"g279","A",-2.49792031502716
"g21202","A",3.08164533945747
"g7063","A",2.56872846281335
"g23308","A",3.08376446197955
"g27553","A",5.06631153184352
"g20887","A",-2.47150226936543
"g14931","A",11.6036737575675
"g19950","A",3.15328892142777
"g7793","A",2.99724381102986
"g5835","A",-3.38401973044141
"g18822","A",-2.16549489877194
"g20630","A",-2.42980617644619
"g18776","A",2.94992234624536
"g349","A",11.491748629969
"g731","A",-1.58071822133389
"g13279","A",-4.26303128839743
"g1296","A",-3.51930916124044
"g2163","A",-3.38137597021593
"g4754","A",-4.79989897246376
"g21322","A",-1.9595080018531
"g28005","A",-11.4653744832456
"g17004","A",-2.64044018990111
"g26126","A",-10.7124656917577
"g3578","A",-3.17574530483453
"g5385","A",-2.69866946701089
"g22524","A",1.85522668742641
"g11684","A",-1.75458517515794
"g7023","A",-4.69391497361225
"g662","A",-2.1738891597125
"g24101","A",2.85117054222485
"g14092","A",-1.41725703239445
"g25352","A",3.08070204257144
"g8880","A",1.94079275131063
"g29538","A",-11.3797277613699
"g24249","A",3.27576944139706
"g3135","A",2.26254845027149
"g3123","A",2.82485557152249
"g7394","A",-11.6039335033108
"g17190","A",2.28345249152612
"g5867","A",-4.28552738373751
"g16678","A",-1.79673195417043
"g1650","A",-3.27889424917638
"g5739","A",-1.78309640755223
"g23796","A",4.1084419365098
"g21021","A",3.88795050730156
"g6429","A",-2.16090320523046
"g23251","A",11.3211882688296
"g14529","A",-3.5685715776057
"g6868","A",1.89480463038231
"g14280","A",4.70714531508013
"g6565","A",-2.19545219051385
"g24299","A",2.86733717616841
"g23346","A",1.81749986994992
"g19709","A",-2.56494119415669
"g11357","A",-5.26602068763534
"g11680","A",2.23581244812902
"g12872","A",8.49044796587294
"g16725","A",3.86224493568606
"g3131","A",-3.09321907383759
"g13458","A",-4.54920945626535
"g14660","A",-11.4486435140139
"g2017","A",-3.7075955449143
"g18801","A",-4.49080719357467
"g5896","A",-2.21555943143773
"g17303","A",-2.96950201426122
"g19644","A",-4.0944731572708
"g4774","A",-11.3847021706151
"g19790","A",-3.75346724505745
"g1649","A",-4.10291399137124
"g17258","A",-4.30295916384903
"g6356","A",2.39790311444555
"g10360","A",3.08730244719451
"g20466","A",11.0713634440719
"g5726","A",-2.22938364415907
"g17425","A",1.88108414246034
"g22128","A",2.28165791104194
"g14255","A",-2.30275499791029
"g3902","A",-2.19860097245429
"g11992","A",6.13883152297992
"g25069","A",-2.27566392690408
"g3244","A",2.09411628013468
"g17355","A",-3.16894155074561
"g17084","A",2.31439861362024
"g16943","A",4.31017773737805
"g22529","A",-2.10670350173854
"g447","A",-4.24825616036151
"g6738","A",-2.1811521234413
"g18735","A",2.18650747185256
"g341","A",-2.28702134399274
"g5846","A",-2.05742842298876
"g7270","A",-1.79097771049169
"g11746","A",-2.57784142481928
"g12155","A",-2.31449883328731
"g2100","A",-2.00398635641455
"g4934","A",-4.25880551302189
"g977","A",-2.45153367875826
"g5861","A",-3.90630989975988
"g3269","A",-1.96768744122761
"g9460","A",-4.97128236267664
"g11294","A",-2.34870822583009
"g14449","A",4.56800203045289
"g4194","A",-2.93233574561155
"g15866","A",-2.89975479272698
"g3243","A",-2.22153881327228
"g12224","A",4.01791214207404
"g16758","A",3.58651455386725
"g23962","A",-1.89303185163572
"g500","A",1.74956806409125
"g22466","A",-1.91267443210701
"g29728","A",-2.0869971555261
"g4141","A",4.95660398015078
"g11296","A",-2.32727178279822
"g11574","A",5.43509450793586
"g25096","A",11.1876345218011
"g5120","A",4.19669276725699
"g3579","A",-1.95875322840063
"g10017","A",3.08634294577979
"g1961","A",-2.46443722611123
"g28240","A",-4.13875681118997
"g11462","A",-2.34683716489942
"g24354","A",1.61220441567671
"g17367","A",-2.54885607054823
"g8983","A",2.16367288514753
"g16036","A",-2.28703475408439
"g15797","A",-2.77227458421176
"g12890","A",-3.65625228887398
"g18769","A",-2.52778669840749
"g16858","A",-11.1001960496452
"g7396","A",-2.89202093965934
"g3050","A",1.89170084830989
"g14444","A",-2.23613361324944
"g21959","A",3.22984413566052
"g26067","A",-2.3844396496633
"g13457","A",-2.98239882085756
"g25179","A",11.3325282194895
"g27030","A",-1.77458113620687
"g20937","A",2.31302172534543
"g11871","A",-2.11126060524133
"g16130","A",-11.0769086196001
"g1784","A",-4.51126627514
"g14817","A",-1.98749727813553
"g6794","A",4.05198338043791
"g6617","A",-3.24588666313409
"g21187","A",-11.0065832106703
"g20141","A",-2.27587132108631
"g986","A",7.97596042674144
"g14848","A",2.12708552753092
"g23144","A",2.30357127417208
"g2064","A",-1.52810565188006
"g8213","A",-11.0939097895109
"g16666","A",2.30821556449666
"g11686","A",-1.85034123123894
"g23224","A",2.62584591058545
"g21192","A",-2.20698523325446
"g20062","A",-1.8964431698697
"g22575","A",1.90597169009836
"g12764","A",1.86029198832775
"g17416","A",-2.48220982556539
"g11266","A",-2.06655830265863
"g7741","A",2.08333884124778
"g27499","A",10.8308086776562
"g13459","A",-3.95908306577759
"g3257","A",2.69058820942777
"g12076","A",-4.32776486791195
"g2980","A",1.56340795645611
"g10280","A",-2.40230643791708
"g9199","A",-3.38227103107101
"g10256","A",-3.68920929351114
"g25196","A",-10.4646777592722
"g22473","A",-10.9213005176521
"g24099","A",2.02809222256685
"g7138","A",2.74925952581431
"g17157","A",2.76554307151743
"g5852","A",-2.14473942089656
"g14996","A",-3.42773525767177
"g26193","A",-1.96696398593317
"g6450","A",-3.86195264773001
"g10058","A",-3.05253476988463
"g17214","A",2.08055786390054
"g2263","A",5.87927771209378
"g7067","A",-2.08924875839066
"g27061","A",-2.26761460338559
"g16417","A",-1.89419439163138
"g14091","A",-2.70703427856995
"g17841","A",2.69347952198437
"g17842","A",2.53877672879344
"g523","A",2.62205437545716
"g24084","A",2.02279735166629
"g1644","A",-2.65337393443128
"g17773","A",2.54653265475779
"g14602","A",-3.73014311770189
"g6732","A",-3.06323838031144
