"gene","Compartment","log2FoldChange"
"g12003","B",-2.12045736628557
"g1830","B",-2.31117833845695
"g9529","B",-1.48499133132771
"g25721","B",-0.838952458966901
"g8650","B",-1.79407143667419
"g28694","B",1.06122881933468
"g26692","B",1.35497777778298
"g8458","B",1.35431543283307
"g17635","B",-1.4374220503125
"g13980","B",0.870788319474623
"g26331","B",0.773679825202252
"g15597","B",-1.2752721168996
"g9314","B",-0.838913672265949
"g8763","B",1.98494355324564
"g28076","B",1.22356495380004
"g1544","B",-0.788627161344729
"g24795","B",1.38303256592051
"g25379","B",-0.604659522080239
"g22931","B",1.29251389340821
"g9713","B",-1.49895375637921
