"gene","Compartment","log2FoldChange"
"g18618","A",2.45107454116468
"g3353","A",-1.20422462092492
"g4097","A",4.27995243424674
"g29550","A",-8.54689700439325
"g11297","A",-5.75989438189184
"g10956","A",-4.46966735232185
"g17759","A",2.14808625308764
"g3961","A",-2.81128929259924
"g26263","A",-4.69887145791004
"g6304","A",-3.51597891467421
"g20798","A",4.48728601479327
"g1598","A",-1.34913623012438
"g22595","A",-1.65084034931199
"g2441","A",-3.82190327351274
"g23242","A",6.09812551043415
"g29682","A",8.18045347683881
"g4252","A",7.82778069687385
"g14298","A",8.23772334867914
"g1396","A",-1.14549568114622
"g28886","A",8.48044958350343
"g4178","A",1.78762098496374
"g1895","A",1.19709461310289
"g23211","A",8.07944782613531
"g21272","A",3.11719000577241
"g23335","A",-1.34263312865879
"g21473","A",8.31605453360494
"g7193","A",-1.90175103515103
"g23230","A",7.97869757595767
"g29678","A",-6.64056493050053
"g16328","A",-1.60547780416848
"g28796","A",4.25967652885553
"g5294","A",-1.31739373074458
"g5652","A",-1.22554702583814
"g23300","A",-1.91240752509753
"g1130","A",1.13997614561193
"g18824","A",2.48665230161226
"g14845","A",-1.7775328626495
"g10908","A",4.26336827946069
"g10476","A",4.76087183922302
"g14973","A",2.12019975505966
"g718","A",-1.85509647032047
"g297","A",5.85946680865517
"g27527","A",1.29542798638483
"g922","A",1.15449635514353
"g15824","A",-2.07298587315633
"g69","A",2.67032126418554
"g28899","A",1.9853818944667
"g17221","A",-2.88659124001566
"g3038","A",-1.64460911763252
"g14975","A",2.48236861759369
"g16249","A",2.17898347548925
"g11868","A",-1.80703315337779
"g22011","A",-1.24737244976053
"g4111","A",1.18262664255453
"g4921","A",3.22134293890774
"g22323","A",1.45700777890577
"g27078","A",2.5065257321755
"g22184","A",-1.17429773747625
"g17161","A",1.39556268096072
"g26150","A",-1.51251773922845
"g28795","A",3.246216555521
"g18524","A",3.38790263468371
"g18704","A",-3.80016629902006
"g9295","A",2.375448633296
"g20091","A",-2.70713507426225
"g15872","A",-1.95555567661358
"g1782","A",4.99118396277878
"g21061","A",2.23251320004199
"g6734","A",-2.58957298321116
"g17378","A",-3.58450720294258
"g11598","A",2.95727617630929
"g3001","A",2.85433939575912
"g10510","A",-2.83607796689905
"g3225","A",1.96677507216719
"g18499","A",5.62613096773688
"g18008","A",-1.15658068509206
"g6900","A",-1.55042739371221
"g20468","A",-2.9351325052093
"g1950","A",-2.1153738568751
"g1339","A",-2.15062482734242
"g16714","A",-1.76211763803177
"g4115","A",-1.42726520474098
"g16781","A",1.79057666114468
"g7224","A",-1.58006866591952
"g8898","A",-2.28391961483935
"g1258","A",1.35397029605552
"g989","A",-2.11877648882121
"g11599","A",-1.21547827329537
"g29669","A",-1.67128741559744
"g1692","A",-1.45603824776654
"g5848","A",-1.78956539775645
"g29493","A",-1.80280384053434
"g21499","A",4.03373042631959
"g11075","A",-1.86844823187492
"g13292","A",4.03879342005902
"g14644","A",1.55813625356819
"g12047","A",5.29933097496134
"g4725","A",5.14625627290787
"g23118","A",3.99789803691693
"g17852","A",1.06455776805643
"g2575","A",-1.46416161876199
"g12918","A",7.54223574628611
"g15899","A",-1.98426875958972
"g21596","A",3.33857066279146
"g12077","A",-6.13029154544198
"g1896","A",-2.8610985292079
"g1897","A",-2.62418355716411
"g6996","A",1.6902056556613
"g1042","A",-1.7141180963239
"g11228","A",3.04384130450448
"g10697","A",7.04949243067369
"g22214","A",-1.66852998272208
"g13408","A",6.88071998766451
"g15015","A",6.87313905601399
"g13448","A",2.83090436177901
"g18808","A",-1.62892780754836
"g28460","A",1.58844522642392
"g21194","A",2.44295014883467
"g11032","A",-1.49213077361931
"g1709","A",-1.84138432639939
"g11192","A",2.99281023636765
"g28261","A",3.5384838251485
"g1671","A",-2.13627673028876
"g1791","A",1.38215115646604
"g8381","A",-1.48730915226195
"g1247","A",-2.84569627172654
"g2431","A",-2.63996395976466
"g16478","A",2.05040198242403
"g11532","A",-1.73767316547761
"g5831","A",-2.46363619428617
"g5260","A",6.76621475187744
"g21385","A",1.5231376889087
"g24090","A",1.06145075763188
"g17036","A",1.07237582410616
"g3082","A",-1.39850699130618
"g6857","A",-1.60663687175095
"g14866","A",6.36545077514879
"g7485","A",4.41110281291455
"g8890","A",-1.82576223404465
"g18472","A",7.00993014225728
"g16692","A",2.5687619460384
"g12380","A",3.78086114010081
"g7290","A",2.63263874315066
"g27400","A",-4.49476469983868
"g5353","A",6.44221337276712
"g25337","A",6.10440520510674
"g21453","A",6.45434775649864
"g4923","A",6.7017093434889
"g12525","A",3.64439092047632
"g12635","A",-6.25573316959846
"g1332","A",-1.5288598398735
"g25336","A",6.59012425938899
"g5640","A",2.49919275299026
"g7998","A",2.39125288007377
"g10881","A",1.86364988579844
"g28844","A",-4.09037883541174
"g8129","A",2.64486145165424
"g29766","A",-1.89543894704086
"g20791","A",3.76822872469906
"g14364","A",1.69876099465198
"g21196","A",2.40754675282268
"g11274","A",3.43762963786012
"g6991","A",1.2879939091264
"g11319","A",7.09667515524917
"g16670","A",1.65301091270917
"g16640","A",3.55508180796526
"g24969","A",5.91558979175823
"g25169","A",6.13920742147859
"g286","A",-1.35749982642812
"g8034","A",6.47705961614782
"g27546","A",-2.07315593703068
"g28384","A",-1.21661395758959
"g10773","A",-1.31636851257172
"g20047","A",1.87585441003419
"g3139","A",2.05466510406129
"g6681","A",-2.69001654575584
"g7862","A",6.49669880990402
