,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control,TPM_Early,TPM_Late
g17369,3.07560015,2.083614246,5.523295256,0.337843853,0.089002229,0.686061049
g17370,5.271475436,0.869219943,2.190313521,3.013378297,1.771943996,3.723252086
g17371,3.640345615,0.239379943,2.694415867,4.931288591,3.275975659,5.597573192
g17372,19.29083425,18.50523172,55.55061856,61.34884141,48.99714386,35.27780008
g17373,7.420540071,4.910820728,6.909660899,5.087208987,3.132586265,3.688327903
g17374,20.99411876,17.79847419,12.3432799,21.54072935,18.72740785,18.3411522
g17375,12.23773579,27.48252551,142.0186337,12.51943491,22.39606087,5.072442003
g17376,1.867596959,123.7918743,265.85649,1.52085504,10.21087035,0
g17377,1.237667785,43.04085819,123.4151973,0.712104414,4.719214457,0
g17378,0.417137419,0.069490711,2.76119667,0.36359068,0.077592522,0.582351893
g17379,0.074955951,0,0.263117923,0.811382135,0.34615272,0.570706641
g17380,0.047120598,0,0.379747152,2.898653069,1.113255484,3.329992744
g17381,0.950629444,0.016333408,0.392271107,2.424786449,1.094077935,3.019592434
g17382,20.87361389,10.6882219,4.527804386,17.81143246,12.31444471,10.29996679
g17383,35.47810403,41.87085304,14.92155678,33.33339229,24.73025197,23.5082994
g17384,2.17454483,1.215064856,1.441287617,2.492974575,1.496130841,2.121969648
g17385,39.41517047,3.54170712,6.538345468,4.700783467,6.795299122,7.57041594
g17386,119.9969743,35.86049519,51.71107795,25.69239156,20.17953299,29.48561897
g17387,12.90280241,3.721884588,7.150553759,14.6433515,9.375781665,11.90540409
g17388,21.69609782,16.89759493,33.4968051,17.22006634,14.35775848,15.89489977
g17389,9.154219871,10.27753203,7.480781888,14.32402429,9.391046312,10.28526449
g17390,3.247773325,4.583067191,7.874426961,6.722107014,4.306479769,7.120934654
g17391,0.412665487,0.144395007,1.161393608,3.791220408,2.456198313,1.354890825
g17392,9.750383547,9.650658291,14.17373269,23.6917509,25.32719023,31.64960789
g17394,1.279296816,0.227841862,0.399508014,0.816927219,1.222066837,0.497108782
g17397,6.626388237,2.381565629,3.015083435,0.702936619,0.346686503,0.19577613
g17398,7.24747853,10.08711774,9.739053629,20.78433353,13.68388287,14.13411967
g17399,0.072074765,0,0.917370811,0.894366854,0.501399698,2.357772611
g17400,5.299859982,8.172913054,11.28202713,17.18206436,10.51456719,14.32215573
g17401,1.472400318,22.41737167,2.773431127,1.902747618,2.928646517,1.915804634
g17402,0.099141737,2.600613118,2.270249319,4.929670314,3.766435774,2.051951075
g17403,16.4447433,0.15013799,0.335946859,22.90742414,6.137401415,28.34168051
g17404,43.90656878,6.492193889,3.218136789,5.792560712,3.704514971,3.589150911
g17405,7.988161507,6.359009452,3.17842885,7.688431327,4.834245217,4.290799421
g17406,8.0576635,0.252037475,0.593439229,3.247387423,1.210763154,2.156766144
g17407,53.48484574,22.14104427,45.50890822,40.93784244,54.05027339,35.66567075
g17408,34.22224532,261.0210275,315.2405822,404.2203473,202.6737932,185.7809975
g17409,25.97908014,23.49949999,31.3948582,31.75759494,22.98423529,43.07830023
g17410,21.55493206,43.59040379,34.18404872,81.16498641,52.63903756,74.76826777
g17411,50.3533183,24.62721808,46.56192951,10.28670888,12.35025642,10.87984584
g17412,1.004600984,0.266178191,1.637565964,0.689067661,0.087248932,0.70066954
g17413,0.792004641,0.240733052,1.038583547,2.311549393,1.444732753,1.367797702
g17415,24.90961007,130.2667437,86.14261706,28.79995861,30.60361209,13.58519536
g17416,17.2224578,205.8091629,241.6856991,61.8193197,65.48555047,47.68243539
g17417,7.318113739,5.800778371,22.35459465,25.86461125,23.20126633,14.1999636
g17418,4.461467534,1.488562942,1.68372519,4.082251346,2.437012807,3.333931556
g17419,25.73819168,4.937171004,3.196207276,5.704054831,3.357098294,2.932662517
g17420,2.521506096,2.135542216,5.733610367,5.224747305,4.62156322,5.151612691
g17421,5.712864832,27.22028661,48.14342119,37.87884518,31.10307651,37.32392548
g17422,27.67640373,9.242574115,12.82121268,6.929992915,7.651229452,6.582859753
g17423,23.1779729,26.29260719,33.70839412,26.40345052,18.84254119,22.54194198
g17424,2.833094625,1.28889482,1.335695462,0.925874829,0.175872967,0.505374979
g17425,44.8898616,23.3172121,9.430822627,49.63304131,46.22637589,41.57562653
g17426,2.024735399,14.90792158,13.44323129,21.88019511,15.18280334,13.62383403
g17427,12.76293275,14.09446812,7.832708994,20.84994673,16.42698919,15.74240793
g17428,17.26496666,13.16134354,9.294128073,8.048129035,5.66168721,5.638905579
g17429,39.11793419,273.5566785,245.1481813,172.2366134,112.0822415,149.7088669
g17430,0.139331705,8.059187217,11.89185854,19.34188854,14.00262982,14.62699976
g17431,322.1466472,358.9816337,228.7565235,249.7203696,188.0217057,402.4831606
g17432,0.128869939,0.045092639,0,0.462592929,0.305603313,0.120587522
g17433,2.926072656,0.362991716,1.008636518,3.100893061,1.409834471,2.093597547
g17434,5.620868994,13.26238693,12.78996299,35.99867421,26.8203947,33.27577276
g17435,1.16726662,2.585943179,7.12017583,6.003544235,3.9157656,4.985501797
g17436,27.04550919,91.20779519,47.58330429,75.28004278,40.74378609,13.19128602
g17437,30.36177235,62.02985468,47.26616021,93.48147905,60.73082692,65.66486177
g17438,154.8547413,52.14674168,10.11397893,76.62055454,57.74456623,51.20751981
g17439,38.74984023,23.39796366,46.71520215,89.50906327,56.58180881,50.14906387
g17440,87.92931985,43.87279655,61.68918202,115.9164003,74.12112375,107.8051142
g17441,2.937769423,0.578719216,3.823424212,3.696329015,3.500773156,6.031814248
g17442,82.50557454,123.8871744,169.7995075,109.0533057,102.0783531,135.0484399
g17443,4.864182799,18.66101512,29.77292241,40.1398045,28.53790149,25.20581676
g17444,29.07380541,183.9703479,133.2727249,257.1373719,200.9863195,211.1296244
g17445,6.507928739,0.612738891,12.42396161,13.21600154,7.004902504,21.62373745
g17446,6.096388397,12.17264806,10.85985479,14.35727599,11.63968513,13.98439608
g17447,1.383609538,1.093531103,1.292953208,2.337014404,1.224252215,3.376841107
g17448,2.140625054,4.648574235,7.175388084,6.25381611,6.37973803,6.845733602
g17449,11.02062565,47.13828944,50.13275217,11.46597736,12.27778355,5.66034312
g17450,30.51084506,13.39668134,17.91868692,35.79239722,25.88736105,49.65400836
g17451,6473.528551,10154.31977,9200.681739,5971.622987,6024.809652,5652.577107
g17452,6.375134585,31.1605464,17.56381919,21.05645847,14.60415244,16.22643163
g17453,2.899566562,48.52923492,57.02833237,47.08269125,38.56258177,35.69595279
