Term	TERM	ONTOLOGY	gene_count	GO_Label
GO:0051287	NAD binding	MF	2	GO:0051287 – NAD binding (MF)
GO:0051336	regulation of hydrolase activity	BP	2	GO:0051336 – regulation of hydrolase activity (BP)
GO:0051347	positive regulation of transferase activity	BP	2	GO:0051347 – positive regulation of transferase activity (BP)
GO:0051787	misfolded protein binding	MF	2	GO:0051787 – misfolded protein binding (MF)
GO:0055088	lipid homeostasis	BP	2	GO:0055088 – lipid homeostasis (BP)
GO:0062197	cellular response to chemical stress	BP	2	GO:0062197 – cellular response to chemical stress (BP)
GO:0065002	intracellular protein transmembrane transport	BP	2	GO:0065002 – intracellular protein transmembrane transport (BP)
GO:0070063	RNA polymerase binding	MF	2	GO:0070063 – RNA polymerase binding (MF)
GO:0070085	glycosylation	BP	2	GO:0070085 – glycosylation (BP)
GO:0070475	rRNA base methylation	BP	2	GO:0070475 – rRNA base methylation (BP)
GO:0070647	protein modification by small protein conjugation or removal	BP	2	GO:0070647 – protein modification by small protein conjugation or removal (BP)
GO:0070847	core mediator complex	CC	2	GO:0070847 – core mediator complex (CC)
GO:0071014	post-mRNA release spliceosomal complex	CC	2	GO:0071014 – post-mRNA release spliceosomal complex (CC)
GO:0071103	DNA conformation change	BP	2	GO:0071103 – DNA conformation change (BP)
GO:0071496	cellular response to external stimulus	BP	2	GO:0071496 – cellular response to external stimulus (BP)
GO:0071806	protein transmembrane transport	BP	2	GO:0071806 – protein transmembrane transport (BP)
GO:0071985	multivesicular body sorting pathway	BP	2	GO:0071985 – multivesicular body sorting pathway (BP)
GO:0072665	protein localization to vacuole	BP	2	GO:0072665 – protein localization to vacuole (BP)
GO:0072666	establishment of protein localization to vacuole	BP	2	GO:0072666 – establishment of protein localization to vacuole (BP)
GO:0097035	regulation of membrane lipid distribution	BP	2	GO:0097035 – regulation of membrane lipid distribution (BP)
GO:0110154	RNA decapping	BP	2	GO:0110154 – RNA decapping (BP)
GO:0120115	Lsm2-8 complex	CC	2	GO:0120115 – Lsm2-8 complex (CC)
GO:0140097	catalytic activity, acting on DNA	MF	2	GO:0140097 – catalytic activity, acting on DNA (MF)
GO:1901615	organic hydroxy compound metabolic process	BP	2	GO:1901615 – organic hydroxy compound metabolic process (BP)
GO:1901661	quinone metabolic process	BP	2	GO:1901661 – quinone metabolic process (BP)
GO:1902850	microtubule cytoskeleton organization involved in mitosis	BP	2	GO:1902850 – microtubule cytoskeleton organization involved in mitosis (BP)
GO:1903825	organic acid transmembrane transport	BP	2	GO:1903825 – organic acid transmembrane transport (BP)
GO:1904062	regulation of monoatomic cation transmembrane transport	BP	2	GO:1904062 – regulation of monoatomic cation transmembrane transport (BP)
GO:1905039	carboxylic acid transmembrane transport	BP	2	GO:1905039 – carboxylic acid transmembrane transport (BP)
GO:1905368	peptidase complex	CC	2	GO:1905368 – peptidase complex (CC)
GO:1905369	endopeptidase complex	CC	2	GO:1905369 – endopeptidase complex (CC)
GO:1905515	non-motile cilium assembly	BP	2	GO:1905515 – non-motile cilium assembly (BP)
GO:2001257	regulation of cation channel activity	BP	2	GO:2001257 – regulation of cation channel activity (BP)
GO:2001259	positive regulation of cation channel activity	BP	2	GO:2001259 – positive regulation of cation channel activity (BP)
GO:0000003	reproduction	BP	1	GO:0000003 – reproduction (BP)
GO:0000030	mannosyltransferase activity	MF	1	GO:0000030 – mannosyltransferase activity (MF)
GO:0000054	ribosomal subunit export from nucleus	BP	1	GO:0000054 – ribosomal subunit export from nucleus (BP)
GO:0000076	DNA replication checkpoint signaling	BP	1	GO:0000076 – DNA replication checkpoint signaling (BP)
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	BP	1	GO:0000079 – regulation of cyclin-dependent protein serine/threonine kinase activity (BP)
GO:0000105	histidine biosynthetic process	BP	1	GO:0000105 – histidine biosynthetic process (BP)
GO:0000118	histone deacetylase complex	CC	1	GO:0000118 – histone deacetylase complex (CC)
GO:0000149	SNARE binding	MF	1	GO:0000149 – SNARE binding (MF)
GO:0000159	protein phosphatase type 2A complex	CC	1	GO:0000159 – protein phosphatase type 2A complex (CC)
GO:0000209	protein polyubiquitination	BP	1	GO:0000209 – protein polyubiquitination (BP)
GO:0000271	polysaccharide biosynthetic process	BP	1	GO:0000271 – polysaccharide biosynthetic process (BP)
GO:0000279	M phase	BP	1	GO:0000279 – M phase (BP)
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	BP	1	GO:0000289 – nuclear-transcribed mRNA poly(A) tail shortening (BP)
GO:0000439	transcription factor TFIIH core complex	CC	1	GO:0000439 – transcription factor TFIIH core complex (CC)
GO:0000444	MIS12/MIND type complex	CC	1	GO:0000444 – MIS12/MIND type complex (CC)
GO:0000727	double-strand break repair via break-induced replication	BP	1	GO:0000727 – double-strand break repair via break-induced replication (BP)
GO:0000775	chromosome, centromeric region	CC	1	GO:0000775 – chromosome, centromeric region (CC)
GO:0000776	kinetochore	CC	1	GO:0000776 – kinetochore (CC)
GO:0000779	condensed chromosome, centromeric region	CC	1	GO:0000779 – condensed chromosome, centromeric region (CC)
GO:0000794	condensed nuclear chromosome	CC	1	GO:0000794 – condensed nuclear chromosome (CC)
GO:0000808	origin recognition complex	CC	1	GO:0000808 – origin recognition complex (CC)
GO:0000812	Swr1 complex	CC	1	GO:0000812 – Swr1 complex (CC)
GO:0000813	ESCRT I complex	CC	1	GO:0000813 – ESCRT I complex (CC)
GO:0000902	cell morphogenesis	BP	1	GO:0000902 – cell morphogenesis (BP)
GO:0000922	spindle pole	CC	1	GO:0000922 – spindle pole (CC)
GO:0000993	RNA polymerase II complex binding	MF	1	GO:0000993 – RNA polymerase II complex binding (MF)
GO:0001098	basal transcription machinery binding	MF	1	GO:0001098 – basal transcription machinery binding (MF)
GO:0001099	basal RNA polymerase II transcription machinery binding	MF	1	GO:0001099 – basal RNA polymerase II transcription machinery binding (MF)
GO:0001653	peptide receptor activity	MF	1	GO:0001653 – peptide receptor activity (MF)
GO:0001932	regulation of protein phosphorylation	BP	1	GO:0001932 – regulation of protein phosphorylation (BP)
GO:0002098	tRNA wobble uridine modification	BP	1	GO:0002098 – tRNA wobble uridine modification (BP)
GO:0003678	DNA helicase activity	MF	1	GO:0003678 – DNA helicase activity (MF)
GO:0003682	chromatin binding	MF	1	GO:0003682 – chromatin binding (MF)
GO:0003688	DNA replication origin binding	MF	1	GO:0003688 – DNA replication origin binding (MF)
GO:0003697	single-stranded DNA binding	MF	1	GO:0003697 – single-stranded DNA binding (MF)
GO:0003700	DNA-binding transcription factor activity	MF	1	GO:0003700 – DNA-binding transcription factor activity (MF)
GO:0003712	transcription coregulator activity	MF	1	GO:0003712 – transcription coregulator activity (MF)
GO:0003724	RNA helicase activity	MF	1	GO:0003724 – RNA helicase activity (MF)
GO:0003746	translation elongation factor activity	MF	1	GO:0003746 – translation elongation factor activity (MF)
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF	1	GO:0003755 – peptidyl-prolyl cis-trans isomerase activity (MF)
GO:0003884	D-amino-acid oxidase activity	MF	1	GO:0003884 – D-amino-acid oxidase activity (MF)
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	MF	1	GO:0003899 – DNA-directed 5'-3' RNA polymerase activity (MF)
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	MF	1	GO:0004114 – 3',5'-cyclic-nucleotide phosphodiesterase activity (MF)
GO:0004222	metalloendopeptidase activity	MF	1	GO:0004222 – metalloendopeptidase activity (MF)
GO:0004252	serine-type endopeptidase activity	MF	1	GO:0004252 – serine-type endopeptidase activity (MF)
GO:0004364	glutathione transferase activity	MF	1	GO:0004364 – glutathione transferase activity (MF)
GO:0004383	guanylate cyclase activity	MF	1	GO:0004383 – guanylate cyclase activity (MF)
GO:0004386	helicase activity	MF	1	GO:0004386 – helicase activity (MF)
GO:0004497	monooxygenase activity	MF	1	GO:0004497 – monooxygenase activity (MF)
GO:0004519	endonuclease activity	MF	1	GO:0004519 – endonuclease activity (MF)
GO:0004521	RNA endonuclease activity	MF	1	GO:0004521 – RNA endonuclease activity (MF)
GO:0004525	ribonuclease III activity	MF	1	GO:0004525 – ribonuclease III activity (MF)
GO:0004596	peptide alpha-N-acetyltransferase activity	MF	1	GO:0004596 – peptide alpha-N-acetyltransferase activity (MF)
GO:0004601	peroxidase activity	MF	1	GO:0004601 – peroxidase activity (MF)
GO:0004620	phospholipase activity	MF	1	GO:0004620 – phospholipase activity (MF)
GO:0004635	phosphoribosyl-AMP cyclohydrolase activity	MF	1	GO:0004635 – phosphoribosyl-AMP cyclohydrolase activity (MF)
GO:0004636	phosphoribosyl-ATP diphosphatase activity	MF	1	GO:0004636 – phosphoribosyl-ATP diphosphatase activity (MF)
GO:0004652	NA	NA	1	GO:0004652 – NA (NA)
GO:0004803	transposase activity	MF	1	GO:0004803 – transposase activity (MF)
GO:0004842	ubiquitin-protein transferase activity	MF	1	GO:0004842 – ubiquitin-protein transferase activity (MF)
GO:0004888	transmembrane signaling receptor activity	MF	1	GO:0004888 – transmembrane signaling receptor activity (MF)
GO:0005085	guanyl-nucleotide exchange factor activity	MF	1	GO:0005085 – guanyl-nucleotide exchange factor activity (MF)
GO:0005249	voltage-gated potassium channel activity	MF	1	GO:0005249 – voltage-gated potassium channel activity (MF)
GO:0005261	monoatomic cation channel activity	MF	1	GO:0005261 – monoatomic cation channel activity (MF)
GO:0005267	potassium channel activity	MF	1	GO:0005267 – potassium channel activity (MF)
GO:0005319	lipid transporter activity	MF	1	GO:0005319 – lipid transporter activity (MF)
GO:0005504	fatty acid binding	MF	1	GO:0005504 – fatty acid binding (MF)
GO:0005507	copper ion binding	MF	1	GO:0005507 – copper ion binding (MF)
GO:0005656	nuclear pre-replicative complex	CC	1	GO:0005656 – nuclear pre-replicative complex (CC)
GO:0005665	RNA polymerase II, core complex	CC	1	GO:0005665 – RNA polymerase II, core complex (CC)
GO:0005675	transcription factor TFIIH holo complex	CC	1	GO:0005675 – transcription factor TFIIH holo complex (CC)
GO:0005686	U2 snRNP	CC	1	GO:0005686 – U2 snRNP (CC)
GO:0005689	U12-type spliceosomal complex	CC	1	GO:0005689 – U12-type spliceosomal complex (CC)
GO:0005741	mitochondrial outer membrane	CC	1	GO:0005741 – mitochondrial outer membrane (CC)
GO:0005750	mitochondrial respiratory chain complex III	CC	1	GO:0005750 – mitochondrial respiratory chain complex III (CC)
GO:0005774	vacuolar membrane	CC	1	GO:0005774 – vacuolar membrane (CC)
GO:0005776	autophagosome	CC	1	GO:0005776 – autophagosome (CC)
GO:0005778	peroxisomal membrane	CC	1	GO:0005778 – peroxisomal membrane (CC)
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	CC	1	GO:0005793 – endoplasmic reticulum-Golgi intermediate compartment (CC)
GO:0005795	Golgi stack	CC	1	GO:0005795 – Golgi stack (CC)
GO:0005798	Golgi-associated vesicle	CC	1	GO:0005798 – Golgi-associated vesicle (CC)
GO:0005832	chaperonin-containing T-complex	CC	1	GO:0005832 – chaperonin-containing T-complex (CC)
GO:0005838	proteasome regulatory particle	CC	1	GO:0005838 – proteasome regulatory particle (CC)
GO:0005852	eukaryotic translation initiation factor 3 complex	CC	1	GO:0005852 – eukaryotic translation initiation factor 3 complex (CC)
GO:0005868	cytoplasmic dynein complex	CC	1	GO:0005868 – cytoplasmic dynein complex (CC)
GO:0005875	microtubule associated complex	CC	1	GO:0005875 – microtubule associated complex (CC)
GO:0005885	Arp2/3 protein complex	CC	1	GO:0005885 – Arp2/3 protein complex (CC)
GO:0005938	cell cortex	CC	1	GO:0005938 – cell cortex (CC)
GO:0005996	monosaccharide metabolic process	BP	1	GO:0005996 – monosaccharide metabolic process (BP)
GO:0006006	glucose metabolic process	BP	1	GO:0006006 – glucose metabolic process (BP)
GO:0006066	alcohol metabolic process	BP	1	GO:0006066 – alcohol metabolic process (BP)
GO:0006073	NA	NA	1	GO:0006073 – NA (NA)
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	BP	1	GO:0006122 – mitochondrial electron transport, ubiquinol to cytochrome c (BP)
GO:0006182	cGMP biosynthetic process	BP	1	GO:0006182 – cGMP biosynthetic process (BP)
GO:0006188	IMP biosynthetic process	BP	1	GO:0006188 – IMP biosynthetic process (BP)
GO:0006268	DNA unwinding involved in DNA replication	BP	1	GO:0006268 – DNA unwinding involved in DNA replication (BP)
GO:0006275	regulation of DNA replication	BP	1	GO:0006275 – regulation of DNA replication (BP)
GO:0006278	RNA-templated DNA biosynthetic process	BP	1	GO:0006278 – RNA-templated DNA biosynthetic process (BP)
GO:0006284	base-excision repair	BP	1	GO:0006284 – base-excision repair (BP)
GO:0006301	postreplication repair	BP	1	GO:0006301 – postreplication repair (BP)
GO:0006313	DNA transposition	BP	1	GO:0006313 – DNA transposition (BP)
GO:0006323	NA	NA	1	GO:0006323 – NA (NA)
GO:0006333	NA	NA	1	GO:0006333 – NA (NA)
GO:0006334	nucleosome assembly	BP	1	GO:0006334 – nucleosome assembly (BP)
GO:0006354	DNA-templated transcription elongation	BP	1	GO:0006354 – DNA-templated transcription elongation (BP)
GO:0006356	regulation of transcription by RNA polymerase I	BP	1	GO:0006356 – regulation of transcription by RNA polymerase I (BP)
GO:0006360	transcription by RNA polymerase I	BP	1	GO:0006360 – transcription by RNA polymerase I (BP)
GO:0006458	'de novo' protein folding	BP	1	GO:0006458 – 'de novo' protein folding (BP)
GO:0006470	protein dephosphorylation	BP	1	GO:0006470 – protein dephosphorylation (BP)
GO:0006473	protein acetylation	BP	1	GO:0006473 – protein acetylation (BP)
GO:0006487	protein N-linked glycosylation	BP	1	GO:0006487 – protein N-linked glycosylation (BP)
GO:0006493	protein O-linked glycosylation	BP	1	GO:0006493 – protein O-linked glycosylation (BP)
GO:0006536	glutamate metabolic process	BP	1	GO:0006536 – glutamate metabolic process (BP)
GO:0006625	protein targeting to peroxisome	BP	1	GO:0006625 – protein targeting to peroxisome (BP)
GO:0006626	protein targeting to mitochondrion	BP	1	GO:0006626 – protein targeting to mitochondrion (BP)
GO:0006633	fatty acid biosynthetic process	BP	1	GO:0006633 – fatty acid biosynthetic process (BP)
GO:0006637	acyl-CoA metabolic process	BP	1	GO:0006637 – acyl-CoA metabolic process (BP)
GO:0006661	phosphatidylinositol biosynthetic process	BP	1	GO:0006661 – phosphatidylinositol biosynthetic process (BP)
GO:0006739	NADP metabolic process	BP	1	GO:0006739 – NADP metabolic process (BP)
GO:0006749	glutathione metabolic process	BP	1	GO:0006749 – glutathione metabolic process (BP)
GO:0006760	folic acid-containing compound metabolic process	BP	1	GO:0006760 – folic acid-containing compound metabolic process (BP)
GO:0006813	potassium ion transport	BP	1	GO:0006813 – potassium ion transport (BP)
GO:0006820	monoatomic anion transport	BP	1	GO:0006820 – monoatomic anion transport (BP)
GO:0006821	chloride transport	BP	1	GO:0006821 – chloride transport (BP)
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	BP	1	GO:0006890 – retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (BP)
GO:0006892	post-Golgi vesicle-mediated transport	BP	1	GO:0006892 – post-Golgi vesicle-mediated transport (BP)
GO:0006900	vesicle budding from membrane	BP	1	GO:0006900 – vesicle budding from membrane (BP)
GO:0006906	vesicle fusion	BP	1	GO:0006906 – vesicle fusion (BP)
GO:0006986	response to unfolded protein	BP	1	GO:0006986 – response to unfolded protein (BP)
GO:0007009	plasma membrane organization	BP	1	GO:0007009 – plasma membrane organization (BP)
GO:0007031	peroxisome organization	BP	1	GO:0007031 – peroxisome organization (BP)
GO:0007059	chromosome segregation	BP	1	GO:0007059 – chromosome segregation (BP)
GO:0007098	centrosome cycle	BP	1	GO:0007098 – centrosome cycle (BP)
GO:0007127	meiosis I	BP	1	GO:0007127 – meiosis I (BP)
GO:0007129	homologous chromosome pairing at meiosis	BP	1	GO:0007129 – homologous chromosome pairing at meiosis (BP)
GO:0007131	reciprocal meiotic recombination	BP	1	GO:0007131 – reciprocal meiotic recombination (BP)
GO:0007134	meiotic telophase I	BP	1	GO:0007134 – meiotic telophase I (BP)
GO:0007163	establishment or maintenance of cell polarity	BP	1	GO:0007163 – establishment or maintenance of cell polarity (BP)
GO:0007167	enzyme-linked receptor protein signaling pathway	BP	1	GO:0007167 – enzyme-linked receptor protein signaling pathway (BP)
GO:0008023	transcription elongation factor complex	CC	1	GO:0008023 – transcription elongation factor complex (CC)
GO:0008080	N-acetyltransferase activity	MF	1	GO:0008080 – N-acetyltransferase activity (MF)
GO:0008094	ATP-dependent activity, acting on DNA	MF	1	GO:0008094 – ATP-dependent activity, acting on DNA (MF)
GO:0008134	transcription factor binding	MF	1	GO:0008134 – transcription factor binding (MF)
GO:0008202	steroid metabolic process	BP	1	GO:0008202 – steroid metabolic process (BP)
GO:0008234	cysteine-type peptidase activity	MF	1	GO:0008234 – cysteine-type peptidase activity (MF)
GO:0008289	lipid binding	MF	1	GO:0008289 – lipid binding (MF)
GO:0008374	O-acyltransferase activity	MF	1	GO:0008374 – O-acyltransferase activity (MF)
GO:0008483	transaminase activity	MF	1	GO:0008483 – transaminase activity (MF)
GO:0009067	aspartate family amino acid biosynthetic process	BP	1	GO:0009067 – aspartate family amino acid biosynthetic process (BP)
GO:0009116	nucleoside metabolic process	BP	1	GO:0009116 – nucleoside metabolic process (BP)
GO:0009119	ribonucleoside metabolic process	BP	1	GO:0009119 – ribonucleoside metabolic process (BP)
GO:0009123	nucleoside monophosphate metabolic process	BP	1	GO:0009123 – nucleoside monophosphate metabolic process (BP)
GO:0009126	purine nucleoside monophosphate metabolic process	BP	1	GO:0009126 – purine nucleoside monophosphate metabolic process (BP)
GO:0009161	ribonucleoside monophosphate metabolic process	BP	1	GO:0009161 – ribonucleoside monophosphate metabolic process (BP)
GO:0009164	nucleoside catabolic process	BP	1	GO:0009164 – nucleoside catabolic process (BP)
GO:0009167	purine ribonucleoside monophosphate metabolic process	BP	1	GO:0009167 – purine ribonucleoside monophosphate metabolic process (BP)
GO:0009187	cyclic nucleotide metabolic process	BP	1	GO:0009187 – cyclic nucleotide metabolic process (BP)
GO:0009190	cyclic nucleotide biosynthetic process	BP	1	GO:0009190 – cyclic nucleotide biosynthetic process (BP)
GO:0009250	glucan biosynthetic process	BP	1	GO:0009250 – glucan biosynthetic process (BP)
GO:0009395	phospholipid catabolic process	BP	1	GO:0009395 – phospholipid catabolic process (BP)
GO:0009653	anatomical structure morphogenesis	BP	1	GO:0009653 – anatomical structure morphogenesis (BP)
GO:0010243	response to organonitrogen compound	BP	1	GO:0010243 – response to organonitrogen compound (BP)
GO:0010921	regulation of phosphatase activity	BP	1	GO:0010921 – regulation of phosphatase activity (BP)
GO:0012507	ER to Golgi transport vesicle membrane	CC	1	GO:0012507 – ER to Golgi transport vesicle membrane (CC)
GO:0015035	protein-disulfide reductase activity	MF	1	GO:0015035 – protein-disulfide reductase activity (MF)
GO:0015078	proton transmembrane transporter activity	MF	1	GO:0015078 – proton transmembrane transporter activity (MF)
GO:0015079	potassium ion transmembrane transporter activity	MF	1	GO:0015079 – potassium ion transmembrane transporter activity (MF)
GO:0015095	magnesium ion transmembrane transporter activity	MF	1	GO:0015095 – magnesium ion transmembrane transporter activity (MF)
GO:0015291	secondary active transmembrane transporter activity	MF	1	GO:0015291 – secondary active transmembrane transporter activity (MF)
GO:0015293	symporter activity	MF	1	GO:0015293 – symporter activity (MF)
GO:0015294	solute:monoatomic cation symporter activity	MF	1	GO:0015294 – solute:monoatomic cation symporter activity (MF)
GO:0015295	solute:proton symporter activity	MF	1	GO:0015295 – solute:proton symporter activity (MF)
GO:0015693	magnesium ion transport	BP	1	GO:0015693 – magnesium ion transport (BP)
GO:0015695	organic cation transport	BP	1	GO:0015695 – organic cation transport (BP)
GO:0015697	quaternary ammonium group transport	BP	1	GO:0015697 – quaternary ammonium group transport (BP)
GO:0015698	inorganic anion transport	BP	1	GO:0015698 – inorganic anion transport (BP)
GO:0015748	organophosphate ester transport	BP	1	GO:0015748 – organophosphate ester transport (BP)
GO:0015914	phospholipid transport	BP	1	GO:0015914 – phospholipid transport (BP)
GO:0015918	sterol transport	BP	1	GO:0015918 – sterol transport (BP)
GO:0016051	carbohydrate biosynthetic process	BP	1	GO:0016051 – carbohydrate biosynthetic process (BP)
GO:0016125	sterol metabolic process	BP	1	GO:0016125 – sterol metabolic process (BP)
GO:0016410	N-acyltransferase activity	MF	1	GO:0016410 – N-acyltransferase activity (MF)
GO:0016433	rRNA (adenine) methyltransferase activity	MF	1	GO:0016433 – rRNA (adenine) methyltransferase activity (MF)
GO:0016651	oxidoreductase activity, acting on NAD(P)H	MF	1	GO:0016651 – oxidoreductase activity, acting on NAD(P)H (MF)
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	MF	1	GO:0016653 – oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (MF)
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	MF	1	GO:0016655 – oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (MF)
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF	1	GO:0016671 – oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (MF)
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	MF	1	GO:0016765 – transferase activity, transferring alkyl or aryl (other than methyl) groups (MF)
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	MF	1	GO:0016812 – hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (MF)
GO:0016835	carbon-oxygen lyase activity	MF	1	GO:0016835 – carbon-oxygen lyase activity (MF)
GO:0016836	hydro-lyase activity	MF	1	GO:0016836 – hydro-lyase activity (MF)
GO:0016853	isomerase activity	MF	1	GO:0016853 – isomerase activity (MF)
GO:0016874	ligase activity	MF	1	GO:0016874 – ligase activity (MF)
GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	MF	1	GO:0016891 – RNA endonuclease activity, producing 5'-phosphomonoesters (MF)
GO:0017004	cytochrome complex assembly	BP	1	GO:0017004 – cytochrome complex assembly (BP)
GO:0017025	TBP-class protein binding	MF	1	GO:0017025 – TBP-class protein binding (MF)
GO:0017196	N-terminal peptidyl-methionine acetylation	BP	1	GO:0017196 – N-terminal peptidyl-methionine acetylation (BP)
GO:0018024	NA	NA	1	GO:0018024 – NA (NA)
GO:0019003	GDP binding	MF	1	GO:0019003 – GDP binding (MF)
GO:0019104	DNA N-glycosylase activity	MF	1	GO:0019104 – DNA N-glycosylase activity (MF)
GO:0019208	phosphatase regulator activity	MF	1	GO:0019208 – phosphatase regulator activity (MF)
GO:0019209	kinase activator activity	MF	1	GO:0019209 – kinase activator activity (MF)
GO:0019239	deaminase activity	MF	1	GO:0019239 – deaminase activity (MF)
GO:0019318	hexose metabolic process	BP	1	GO:0019318 – hexose metabolic process (BP)
GO:0019646	aerobic electron transport chain	BP	1	GO:0019646 – aerobic electron transport chain (BP)
GO:0019722	calcium-mediated signaling	BP	1	GO:0019722 – calcium-mediated signaling (BP)
GO:0019725	cellular homeostasis	BP	1	GO:0019725 – cellular homeostasis (BP)
GO:0019787	ubiquitin-like protein transferase activity	MF	1	GO:0019787 – ubiquitin-like protein transferase activity (MF)
GO:0019843	rRNA binding	MF	1	GO:0019843 – rRNA binding (MF)
GO:0019867	outer membrane	CC	1	GO:0019867 – outer membrane (CC)
GO:0019902	phosphatase binding	MF	1	GO:0019902 – phosphatase binding (MF)
GO:0019903	protein phosphatase binding	MF	1	GO:0019903 – protein phosphatase binding (MF)
GO:0019905	syntaxin binding	MF	1	GO:0019905 – syntaxin binding (MF)
GO:0022403	cell cycle phase	BP	1	GO:0022403 – cell cycle phase (BP)
GO:0022411	cellular component disassembly	BP	1	GO:0022411 – cellular component disassembly (BP)
GO:0022414	reproductive process	BP	1	GO:0022414 – reproductive process (BP)
GO:0022624	proteasome accessory complex	CC	1	GO:0022624 – proteasome accessory complex (CC)
GO:0022843	voltage-gated monoatomic cation channel activity	MF	1	GO:0022843 – voltage-gated monoatomic cation channel activity (MF)
GO:0022900	electron transport chain	BP	1	GO:0022900 – electron transport chain (BP)
GO:0022904	respiratory electron transport chain	BP	1	GO:0022904 – respiratory electron transport chain (BP)
GO:0030001	metal ion transport	BP	1	GO:0030001 – metal ion transport (BP)
GO:0030014	CCR4-NOT complex	CC	1	GO:0030014 – CCR4-NOT complex (CC)
GO:0030091	protein repair	BP	1	GO:0030091 – protein repair (BP)
GO:0030126	COPI vesicle coat	CC	1	GO:0030126 – COPI vesicle coat (CC)
GO:0030131	clathrin adaptor complex	CC	1	GO:0030131 – clathrin adaptor complex (CC)
GO:0030133	transport vesicle	CC	1	GO:0030133 – transport vesicle (CC)
GO:0030137	COPI-coated vesicle	CC	1	GO:0030137 – COPI-coated vesicle (CC)
GO:0030139	endocytic vesicle	CC	1	GO:0030139 – endocytic vesicle (CC)
GO:0030148	sphingolipid biosynthetic process	BP	1	GO:0030148 – sphingolipid biosynthetic process (BP)
GO:0030150	protein import into mitochondrial matrix	BP	1	GO:0030150 – protein import into mitochondrial matrix (BP)
GO:0030170	pyridoxal phosphate binding	MF	1	GO:0030170 – pyridoxal phosphate binding (MF)
GO:0030286	dynein complex	CC	1	GO:0030286 – dynein complex (CC)
GO:0030295	protein kinase activator activity	MF	1	GO:0030295 – protein kinase activator activity (MF)
GO:0030433	NA	NA	1	GO:0030433 – NA (NA)
GO:0030490	maturation of SSU-rRNA	BP	1	GO:0030490 – maturation of SSU-rRNA (BP)
GO:0030515	snoRNA binding	MF	1	GO:0030515 – snoRNA binding (MF)
GO:0030544	Hsp70 protein binding	MF	1	GO:0030544 – Hsp70 protein binding (MF)
GO:0030658	transport vesicle membrane	CC	1	GO:0030658 – transport vesicle membrane (CC)
GO:0030660	Golgi-associated vesicle membrane	CC	1	GO:0030660 – Golgi-associated vesicle membrane (CC)
GO:0030991	intraciliary transport particle A	CC	1	GO:0030991 – intraciliary transport particle A (CC)
GO:0030992	intraciliary transport particle B	CC	1	GO:0030992 – intraciliary transport particle B (CC)
GO:0031023	microtubule organizing center organization	BP	1	GO:0031023 – microtubule organizing center organization (BP)
GO:0031109	microtubule polymerization or depolymerization	BP	1	GO:0031109 – microtubule polymerization or depolymerization (BP)
GO:0031122	cytoplasmic microtubule organization	BP	1	GO:0031122 – cytoplasmic microtubule organization (BP)
GO:0031124	mRNA 3'-end processing	BP	1	GO:0031124 – mRNA 3'-end processing (BP)
GO:0031248	protein acetyltransferase complex	CC	1	GO:0031248 – protein acetyltransferase complex (CC)
GO:0031253	cell projection membrane	CC	1	GO:0031253 – cell projection membrane (CC)
GO:0031261	DNA replication preinitiation complex	CC	1	GO:0031261 – DNA replication preinitiation complex (CC)
GO:0031267	small GTPase binding	MF	1	GO:0031267 – small GTPase binding (MF)
GO:0031304	NA	NA	1	GO:0031304 – NA (NA)
GO:0031305	NA	NA	1	GO:0031305 – NA (NA)
GO:0031396	regulation of protein ubiquitination	BP	1	GO:0031396 – regulation of protein ubiquitination (BP)
GO:0031398	positive regulation of protein ubiquitination	BP	1	GO:0031398 – positive regulation of protein ubiquitination (BP)
GO:0031401	positive regulation of protein modification process	BP	1	GO:0031401 – positive regulation of protein modification process (BP)
GO:0031406	carboxylic acid binding	MF	1	GO:0031406 – carboxylic acid binding (MF)
GO:0031417	NatC complex	CC	1	GO:0031417 – NatC complex (CC)
GO:0031418	L-ascorbic acid binding	MF	1	GO:0031418 – L-ascorbic acid binding (MF)
GO:0031461	cullin-RING ubiquitin ligase complex	CC	1	GO:0031461 – cullin-RING ubiquitin ligase complex (CC)
GO:0031497	NA	NA	1	GO:0031497 – NA (NA)
