"gene","Compartment","log2FoldChange"
"g2168","A",3.88074529322629
"g2061","A",-1.9186321005517
"g25317","A",-2.97521268916252
"g24171","A",-2.05150740007738
"g9458","A",3.68316260077622
"g12223","A",-1.61866506196386
"g21375","A",-2.56027806759792
"g9093","A",-1.45341173862195
"g23169","A",2.69625039270289
"g16494","A",6.67983079305911
"g7440","A",-1.41496541491377
"g16112","A",-2.12597730543618
"g28896","A",2.6233391860933
"g3580","A",-2.78973429719081
"g17190","A",-2.09137131012809
"g3117","A",2.66554672433767
"g16937","A",-2.02677508710808
"g103","A",-2.44838431900222
"g20779","A",-2.7958586331987
"g9459","A",7.67397830702924
"g19919","A",-2.11526141840852
"g1903","A",-2.15424147790247
"g11277","A",3.15821130167331
"g15002","A",2.77998201621972
"g180","A",1.81656250726019
"g20807","A",-2.66467746539701
"g12051","A",3.55431529144641
"g21298","A",5.10087913055217
"g15864","A",2.65110801286983
"g1038","A",-1.71827261349807
"g2593","A",2.07771577373503
"g23178","A",-1.83402018618414
"g133","A",2.39799762560298
"g26063","A",-1.92270948462228
"g1275","A",-2.26147013291562
"g6197","A",-2.23833973543906
"g23797","A",1.93075062979102
"g16133","A",-1.97809866986936
"g21050","A",1.9941254931433
"g14236","A",-1.54980028463259
"g18802","A",2.12116690845598
"g7030","A",-1.75872450965467
"g3251","A",1.84520868018263
"g22764","A",-2.71263794828898
"g7795","A",2.18418687196884
"g9076","A",-1.9968342271803
"g16445","A",-2.23169041407091
"g1714","A",1.70864383586251
"g25241","A",-1.75938978854394
"g6346","A",1.64041115571719
"g2535","A",2.80268283438131
"g279","A",2.18729424329936
"g12882","A",3.95866606368243
"g21954","A",-2.02002995912591
"g8865","A",1.78279771241372
"g11264","A",4.51203031269418
"g5130","A",2.66517774286069
"g1711","A",2.96848178221016
"g17864","A",-1.52485849340682
"g22409","A",-1.92022968828039
"g5894","A",-2.45482666787991
"g21545","A",5.60192835082769
"g3179","A",2.21346649229331
"g14716","A",3.72133138828662
"g12232","A",2.59434480091445
"g19605","A",4.99267536127304
"g11294","A",2.15026142599546
"g25193","A",5.17763726248451
"g11867","A",4.41418443673348
"g14087","A",-2.91499843522831
"g16795","A",-2.99794310927222
