,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g26520,-1.551620882,-0.13941658,-0.536532511,1.310817165,0.187536022,0.729216786
g26521,0.139278347,-0.422650828,-0.997399399,0.374533392,1.729099828,-0.822861339
g26601,1.893649363,0.145325872,-0.024239237,-0.58062978,-0.833078274,-0.601027944
g26602,0.09669375,-0.20935437,1.948979862,-0.510830459,-0.596071499,-0.729417284
g26603,1.959066457,-0.718615095,-0.718615095,-0.199415536,-0.024281207,-0.298139524
g26604,1.584347493,-0.614159678,-0.302574893,-0.652477107,-0.900668804,0.88553299
g26605,-0.103151643,-0.598518953,-0.653886487,-0.438526722,-0.198835197,1.992919001
g26607,2.018933233,-0.378027559,-0.301552606,-0.596205694,-0.542562795,-0.200584579
g26608,0.377625873,0.405998174,1.647088495,-0.746577235,-0.887511222,-0.796624085
g26609,-0.380748639,-0.754535826,1.698422726,-0.680294912,-0.62384471,0.741001361
g26610,-0.668507255,1.379087006,1.198231856,-0.632578467,-0.616710141,-0.659522999
g26611,0.705796773,1.027781835,0.29507644,-0.704800137,-1.658272317,0.334417406
g26612,0.343039395,0.170199766,1.766278773,-0.727791026,-0.777778369,-0.773948539
g26613,0.501994986,-0.716919372,1.822568582,-0.719812707,-0.440857762,-0.446973727
g26614,1.354986612,-0.343506835,1.18938783,-0.823940672,-0.73604919,-0.640877745
g26615,-0.809432943,-0.048653133,1.919772167,-0.29554412,-0.754617028,-0.011524943
g26616,1.394866127,-1.163507793,-0.972317858,-0.127804114,0.00924239,0.859521247
g26621,-0.88972282,-0.62699549,-0.88972282,0.628298869,1.612952627,0.165189634
g26624,-0.859549478,-0.772135018,-0.579575229,0.57444121,-0.092498157,1.729316672
g26625,-1.375891088,1.735360642,-0.291392574,-0.06385606,0.054683105,-0.058904024
g26626,-0.310474973,-1.473441561,0.353928043,-0.64686954,0.911542541,1.16531549
g26627,-1.809075334,0.314127928,0.652357333,-0.487910417,0.46546581,0.865034679
g26628,-0.235411256,-0.95557703,-1.116484077,1.589726953,0.351580052,0.366165358
g26629,-0.481365783,-0.284309778,-1.588137578,0.929027993,0.333463423,1.091321722
g26630,0.013354952,1.736102459,0.475927843,-0.798921631,-0.485649324,-0.9408143
g26631,2.04029522,-0.447754014,-0.361435893,-0.389199837,-0.43087551,-0.411029967
g26632,1.842610772,0.236978258,-0.96681561,-0.113868495,-0.273595357,-0.725309568
g26633,-0.167294781,-0.832401539,-1.075270024,1.744192271,0.051364912,0.27940916
g26634,-1.153313651,-1.205187568,0.904623149,1.13815458,-0.00616721,0.321890701
g26635,1.163325273,-1.280630071,-0.405479221,0.025413997,-0.678114103,1.175484125
g26636,-1.574809904,1.101927837,0.882834762,0.405813987,-0.528110125,-0.287656556
g26637,-1.086901073,-0.505298246,-0.620871812,0.453386797,0.036031208,1.723653126
g26638,-1.417332167,-0.927491611,0.113200986,1.117636767,0.204487692,0.909498332
g26639,0.914560009,-0.710389799,-1.307521128,0.680440105,1.04718542,-0.624274607
g26640,1.607859294,0.748987664,-0.978636874,-0.170121295,-0.341942007,-0.866146782
g26641,1.607064754,-0.220722241,-0.812460868,0.807965703,-0.46623246,-0.915614888
g26642,-1.224831445,-1.216069083,0.25698946,1.17259938,0.32051352,0.690798169
g26643,0.602479516,-0.012706411,-1.320654411,1.588768739,-0.445637667,-0.412249767
g26644,-0.425479678,-1.102661804,-1.006682993,1.362590609,0.4345022,0.737731667
g26645,1.815012294,-0.05460718,-1.151063951,0.126167272,-0.153983664,-0.581524771
g26646,2.033096753,-0.455499821,-0.495352296,-0.237812506,-0.405245361,-0.439186769
g26647,0.065590465,1.726446819,0.430425578,-0.749582937,-0.43374302,-1.039136905
g26648,-0.838630744,-0.753860599,-1.077283252,1.215883675,0.599311315,0.854579605
g26649,-0.809914106,-0.906497743,-0.883190376,1.34745011,0.3589511,0.893201015
g26650,-1.917655102,0.350447531,0.521588944,-0.264208395,0.64781005,0.662016973
g26653,1.996556423,-0.575756667,-0.007958512,-0.383686867,-0.566579085,-0.462575291
g26654,0.124446511,-1.304766705,0.197551557,-1.064247406,0.93601399,1.111002053
g26655,-0.69396065,-0.262401095,2.012464354,-0.263672023,-0.306617709,-0.485812876
g26656,-1.273993103,-0.654809593,0.139340584,0.486230623,-0.30836441,1.6115959
g26657,1.96655639,-0.569467697,-0.021257663,-0.619005698,-0.64142433,-0.115401002
g26658,-1.446256623,-0.517050705,1.295244044,0.292545094,-0.447557216,0.823075406
g26659,1.472405818,-0.925241556,0.871756441,-0.991477408,0.052369072,-0.479812368
g26660,0.291856942,-0.836475033,1.870864613,-0.619419639,-0.151532493,-0.55529439
g26661,-0.302813512,-0.714267525,2.01216672,-0.43733898,-0.314263282,-0.24348342
g26662,-0.145340154,-1.203126281,-0.74661086,0.421833951,0.001121795,1.672121549
g26663,1.729867713,-0.33992568,0.022608585,0.369248398,-0.601288707,-1.180510309
g26664,-0.72245991,1.189354061,1.382284799,-0.576188461,-0.56392874,-0.70906175
g26665,-0.37300258,-0.691222597,1.87447093,-0.603566055,-0.59516751,0.388487812
g26666,0.798584282,-0.673287549,1.012090031,-0.712711025,-1.281564001,0.856888262
g26667,2.031166221,-0.439743522,-0.29569003,-0.522161421,-0.490944244,-0.282627003
g26668,0.036374448,-0.580857288,-0.654317914,-0.534172017,-0.239455006,1.972427777
g26669,0.998036408,-1.064368758,-0.505271258,-0.280903847,-0.616207777,1.468715233
g26670,-1.125644334,-1.408166221,0.929785872,0.583312003,0.620608051,0.400104629
g26671,1.998978642,-0.174058243,-0.670956226,-0.257896086,-0.614807034,-0.281261053
g26682,0.833269161,0.555658141,-1.906198752,0.578088632,-0.147192631,0.086375449
g26683,1.069923442,-0.682291451,-1.403930788,0.838429351,0.680516501,-0.502647055
g26684,-1.585026237,-0.787571894,0.236453639,1.02913707,0.289253647,0.817753774
g26685,-0.817015296,1.597106077,-0.227085499,-0.579578325,-0.821550667,0.84812371
g26686,-1.405370066,1.133565358,1.093632957,0.104267752,-0.691338218,-0.234757783
g26689,-0.517157345,-1.172842121,-0.427199908,0.544091185,-0.119293568,1.692401757
g26690,1.764290606,-0.937616056,0.033138205,-0.507132932,-0.762719187,0.410039364
g26691,-0.110256274,1.674386711,0.47344229,-0.967729617,-0.059872955,-1.009970155
g26692,0.98106501,0.494174106,-0.203485868,-1.110790897,1.03868951,-1.19965186
g26693,-0.488246027,0.104729183,1.938497009,-0.323808507,-0.36050429,-0.870667369
g26694,1.48698155,0.31637032,0.719061722,-0.690674369,-0.823455988,-1.008283236
g26695,0.096195134,1.93520242,-0.390584207,-0.300067871,-0.441962885,-0.898782591
g26696,0.808817082,1.666966617,-0.539362385,-0.544116464,-0.622646242,-0.769658608
g26697,1.708874802,0.296997512,-0.137238083,-0.930843769,0.108386979,-1.046177441
g26698,-0.096151627,0.038043364,1.879171107,-0.123396101,-0.819162401,-0.878504343
g26699,0.625206562,-1.068123148,-1.419741839,0.823043808,0.862416721,0.177197896
g26700,2.035293435,-0.422778544,-0.282958929,-0.413867476,-0.393640699,-0.522047788
g26701,-0.196011917,-1.141126026,1.247799435,1.108499395,-0.088693329,-0.930467557
g26702,-0.573866877,-0.971746025,-0.73215468,1.305869175,-0.225650556,1.197548963
g26703,2.040888983,-0.416171332,-0.409520334,-0.386556366,-0.390677921,-0.43796303
g26704,1.003056014,1.325538458,0.130625907,-0.467851496,-0.900544374,-1.090824509
g26705,-1.808749936,0.284296182,-0.414990772,1.029198845,0.424642132,0.485603549
g26706,0.638804681,1.726565222,-0.235787199,-0.539579891,-0.80223264,-0.787770173
g26707,-1.275330515,0.572072995,-1.205074067,1.122373053,0.505838424,0.28012011
g26708,-1.264634156,-0.121050162,-0.604486513,1.530847629,-0.304969113,0.764292315
g26709,-0.81556076,-0.815345523,-0.815170242,0.48550533,0.329157856,1.631413339
g26711,-1.163295352,1.052159299,-0.623064652,-0.534680838,1.362651383,-0.093769839
g26712,1.979051943,-0.535505245,-0.741951319,-0.431584153,-0.243120982,-0.026890245
g26713,-0.75750144,-0.859165087,-0.97588099,0.541772953,0.613484909,1.437289654
g26714,1.991314865,-0.724520596,-0.503692996,-0.412574146,-0.285663562,-0.064863565
g26716,1.896952476,-0.120479088,0.221833398,-0.637569749,-0.627698741,-0.733038296
g26717,0.544840104,1.191991423,0.941922241,-0.859539884,-0.882131403,-0.937082481
g26718,-0.433123749,-1.362702341,0.64711712,0.124123202,-0.486804462,1.51139023
g26719,1.393814252,-0.785766438,1.121036697,-0.723920601,-0.779972815,-0.225191095
g26720,1.388254033,-1.013294718,0.690674784,-0.181631082,-1.198715582,0.314712565
g26721,1.695402743,-1.183180848,-0.403289066,0.016487048,-0.589451646,0.46403177
g26722,1.123104136,-1.203429736,-0.764672516,0.103939896,-0.472169759,1.213227979
g26723,0.868252425,-1.319486596,-1.095541135,0.935928417,-0.042681073,0.653527962
g26724,2.010758217,-0.554684706,-0.369640428,-0.5380751,-0.083562659,-0.464795323
g26725,1.111485336,-1.202163444,-0.553510971,0.096774809,-0.68905775,1.236472021
g26728,-0.351283682,-0.732809803,-0.732809803,1.361605417,1.188107673,-0.732809803
g26746,2.016175397,-0.481351698,-0.481351698,-0.481351698,-0.090768603,-0.481351698
g26747,2.040908938,-0.425672537,-0.378050123,-0.422978388,-0.397261681,-0.416946209
g26748,-0.434104388,-0.605207365,-0.556563653,0.220522544,1.940889578,-0.565536717
g26749,-0.583056152,0.499875947,-1.045960769,0.774281749,1.329310872,-0.974451646
g26750,1.57338497,-0.787845578,0.744846073,0.092313111,-0.920588393,-0.702110183
g26751,1.646006117,-0.046576392,0.685292351,-0.584193361,-0.72439129,-0.976137425
g26752,1.298319996,-0.432646179,1.130833675,-0.227847577,-1.225214252,-0.543445663
g26753,1.195183799,-0.975437288,0.987192693,-0.539274691,-1.086096581,0.418432067
g26754,-1.306467107,-1.214814713,0.569452695,0.673337851,0.305749978,0.972741296
g26755,1.627438598,-0.510051428,0.476276801,0.029577351,-1.334172353,-0.28906897
g26756,-0.539519484,0.734207991,1.617503631,-0.052223927,-0.847828498,-0.912139713
g26757,-0.684222745,0.956099171,-0.502204932,-0.151991618,1.469697904,-1.08737778
g26758,-0.796409624,-1.114063906,-0.686234321,1.377250898,0.691331522,0.528125431
g26760,1.78669327,0.246329507,-0.794101259,0.221848829,-0.742839433,-0.717930914
g26761,-0.166563497,-0.263381965,2.015603901,-0.507317668,-0.566066783,-0.512273988
g26762,0.492895205,-0.246999753,1.786824451,-0.85531569,-0.390461659,-0.786942553
g26763,1.528718742,0.352892978,-1.356489296,0.2864612,-0.026959173,-0.78462445
g26764,-0.788592589,0.090794396,-1.251169377,1.507168154,0.687431642,-0.245632226
g26765,1.395835793,0.874735555,0.240840581,-0.91326072,-1.0413432,-0.55680801
g26766,-0.865946129,-0.69059313,-0.493576201,1.874558013,0.077219129,0.098338319
g26767,1.758360492,0.386884507,-0.923536448,0.072897136,-0.823730238,-0.470875449
g26768,2.019908295,-0.228702824,-0.263549706,-0.421519071,-0.619248149,-0.486888544
g26769,-1.11077839,-0.811213638,-0.60839113,0.462863409,0.594213211,1.473306539
g26770,-1.046091362,1.10851833,1.357594898,-0.777099696,-0.42929816,-0.21362401
g26771,0.199556094,1.169348354,1.131364494,-0.475764336,-1.148551646,-0.87595296
g26772,-1.347463563,-0.856907014,0.492152838,0.871429429,1.160321908,-0.319533598
g26773,-1.407831733,0.502163597,-1.148046285,0.843580206,0.560394461,0.649739753
g26774,-0.507862228,-0.148950431,0.33452833,-1.532922246,0.409320454,1.445886122
g26775,2.037622139,-0.464628887,-0.441165641,-0.461075381,-0.340072374,-0.330679856
g26776,2.041238126,-0.409789596,-0.404940431,-0.408479323,-0.409950665,-0.408078111
g26777,-0.451489269,-0.146328925,2.023786749,-0.447819641,-0.49622983,-0.481919085
g26778,1.818732129,-0.773575277,0.483004847,-0.61108268,-0.640970384,-0.276108634
g26779,1.898736242,-0.229880048,0.277017661,-0.676977783,-0.665021887,-0.603874186
g26780,-0.888822673,-0.703243894,0.421789231,-0.2532386,-0.397342462,1.820858398
g26781,-1.15459663,1.22821327,0.659358815,-0.936326989,-0.541076356,0.74442789
g26782,-0.046283594,0.302818064,1.850880723,-0.702471731,-0.702471731,-0.702471731
g26783,0.419870991,0.08871435,-1.414162551,1.572666752,-0.088394359,-0.578695184
g26784,-0.319036883,1.561469296,0.423286867,-0.964028461,0.392566137,-1.094256956
g26785,1.907601762,-1.023204171,-0.516127846,-0.083017255,-0.13412825,-0.15112424
g26786,1.700585832,-0.765471246,-0.716217977,0.682899206,-0.190010734,-0.711785082
g26787,-0.608232037,0.280342833,1.902514828,-0.555157722,-0.281653355,-0.737814547
g26788,-1.433381697,1.226353372,0.668473257,0.624308916,-0.45505469,-0.630699159
g26789,1.163358731,-1.142068849,-0.486671376,1.301684123,-0.593284949,-0.24301768
g26790,1.877683148,-0.484184176,0.36268818,-0.3558654,-0.725043342,-0.67527841
g26791,1.478264107,0.143375766,0.854005538,-0.731018444,-0.806725485,-0.937901481
g26792,1.543379335,-0.700563691,0.905008624,-0.144580542,-0.833648254,-0.769595471
g26793,1.985123831,-0.359989452,0.039993667,-0.506230026,-0.591703136,-0.567194885
g26794,1.956933071,-0.444031049,-0.099707414,-0.026657715,-0.719296353,-0.66724054
g26795,-0.422291829,-0.142557912,1.981834275,-0.55685061,-0.741259806,-0.118874117
g26796,1.034932006,0.188766508,1.316676896,-0.811088462,-0.80735589,-0.921931057
g26797,1.783058514,-0.951041225,0.451574833,-0.235056587,-0.755933595,-0.29260194
g26798,-1.084765472,1.718262204,-0.317931165,0.594321921,-0.418801809,-0.491085678
g26799,-0.310596101,1.756061679,0.187006972,0.093771725,-1.241310615,-0.48493366
g26800,1.34328486,-1.123252465,-1.208618687,0.454170441,0.018150087,0.516265764
g26801,-0.689398906,-0.73615806,1.389369814,0.407024109,-1.138839511,0.768002554
g26802,-0.452047327,0.550141918,1.810617746,-0.625073634,-0.648114327,-0.635524377
g26803,1.33940467,1.03569136,0.129454613,-0.736282582,-0.958572019,-0.809696043
g26804,0.831399124,-1.000139875,1.469048013,-0.590147831,-0.879463159,0.169303728
g26805,-1.05615086,-0.436214357,1.575824943,-0.622114269,-0.313312249,0.851966792
g26806,1.949878478,-0.707587935,0.043031479,-0.628024711,-0.534811954,-0.122485356
g26807,-0.5667248,0.021571343,1.993943948,-0.475283804,-0.449384351,-0.524122336
g26808,1.29834788,-0.419550415,1.262753866,-0.680992634,-0.648560062,-0.811998634
g26809,1.703787203,-0.579569717,0.722073328,-0.622269764,-0.384540974,-0.839480077
g26810,1.975925855,-0.418901777,0.091648956,-0.523212188,-0.513961913,-0.611498933
g26811,2.00888322,-0.45359022,-0.347961273,-0.219650427,-0.719188811,-0.268492489
g26812,-0.473373902,-0.19338655,-1.15170249,1.842053292,-0.108391201,0.084800852
g26829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g26830,-0.395389371,-1.209845831,-0.91852093,1.310276405,0.402817292,0.810662436
g26831,2.026261635,-0.440004492,-0.178784514,-0.473558766,-0.402379557,-0.531534307
g26832,-0.871196112,1.057736585,0.768324645,-0.957305404,-0.897515435,0.899955721
g26833,-0.096779069,0.190179612,1.883011223,-0.906414412,-0.449266528,-0.620730827
g26834,2.035269606,-0.288439305,-0.503021008,-0.352647999,-0.443933305,-0.447227989
g26835,1.103224566,-1.180120258,-1.060982954,0.974922775,-0.306320452,0.469276322
g26836,-1.866402564,-0.047821588,0.129469745,0.826738374,0.057642113,0.90037392
g26837,0.869348356,0.996743698,0.837697988,-0.936534855,-1.118472792,-0.648782396
g26838,2.040248592,-0.37796837,-0.367701989,-0.417756767,-0.452414026,-0.424407441
g26839,1.567352129,-1.210176101,0.368782116,-0.071708058,-0.928671893,0.274421808
g26840,1.007653943,-0.538705942,0.835849363,0.365342986,-1.691698854,0.021558504
g26841,1.391791631,-0.838017752,1.031838622,-0.059088264,-1.015573249,-0.510950989
g26842,1.978637182,-0.568016908,0.044431308,-0.347469756,-0.668406733,-0.439175093
g26845,-1.392248668,-0.04503615,0.704037831,1.452439838,-0.046750247,-0.672442603
g26846,1.220861677,-0.297031026,1.293362714,-0.469058869,-0.889541348,-0.858593148
g26847,1.873734947,0.018971334,-1.000565874,0.06631887,-0.369901961,-0.588557317
g26848,2.04045907,-0.40382377,-0.410993597,-0.358470531,-0.428928978,-0.438242195
g26849,1.935009668,0.126072238,-0.550182403,-0.188879927,-0.543538102,-0.778481474
g26850,-0.656333506,0.952949774,0.372867358,1.276219703,-0.988108357,-0.957594974
g26851,1.031749362,-1.072245854,0.334515326,1.089946944,-1.205897571,-0.178068209
g26852,-0.598520212,0.30246767,1.911644918,-0.469473249,-0.476361799,-0.669757327
g26853,1.282888636,0.504759359,-1.075292042,0.831799444,-0.943925742,-0.600229655
g26854,2.035062321,-0.499018354,-0.381960388,-0.331640685,-0.32342454,-0.499018354
g26855,-0.513807302,1.165129597,1.388426532,-0.477336427,-0.747070248,-0.815342152
g26860,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g26865,1.688813666,0.533980225,-0.784385003,-0.784385003,0.130361117,-0.784385003
g26866,2.027217945,-0.497020586,-0.198976178,-0.488269173,-0.492453444,-0.350498564
g26867,2.037367549,-0.456715439,-0.368278257,-0.326919779,-0.497611482,-0.387842592
g26868,1.918050438,-0.680453319,-0.651758149,-0.4126889,-0.438693277,0.265543206
g26869,-0.88785034,-0.623970475,1.893024356,-0.456856776,0.154577604,-0.078924369
g26870,-0.710685163,1.448870406,0.888146935,-0.2055597,-0.183440244,-1.237332233
g26871,-0.244863279,-1.388879897,-0.172657355,-0.205184824,0.329070646,1.682514708
g26872,0.429108317,-1.957422352,0.843800449,0.309676815,0.417867465,-0.043030694
g26873,2.041232529,-0.409724957,-0.409724957,-0.402332702,-0.409724957,-0.409724957
g26874,-0.142296191,-1.113975362,0.026004915,-0.238998045,-0.405903719,1.875168402
g26875,-0.067698604,-0.998527413,1.374069104,-0.934597353,-0.407875712,1.034629979
g26876,-0.361764119,-1.301678035,1.513152683,-0.25189268,-0.407515863,0.809698014
g26877,1.924711947,-0.837854665,0.162501322,-0.555382329,-0.441396119,-0.252580156
g26878,-0.610784384,-0.610784384,-0.572672336,-0.088932029,-0.093993425,1.977166558
g26879,1.939287721,-0.57779037,0.220448384,-0.614884244,-0.557818492,-0.409242998
g26880,1.935044224,-0.217087983,0.141204132,-0.690809992,-0.704171646,-0.464178736
g26881,2.012806319,-0.364623755,-0.196708571,-0.554617693,-0.631716969,-0.26513933
g26882,1.792475918,-1.140230675,-0.396982538,0.366349289,-0.341599,-0.280012995
g26883,-0.373073528,0.905684364,1.589157632,-0.68477171,-0.801377389,-0.635619368
g26884,1.828936565,-0.192757657,0.425122495,-0.58705519,-0.790842968,-0.683403245
g26891,-0.650250939,1.396822882,0.966929197,0.00566575,-0.533004217,-1.186162672
g26892,-0.222053941,1.707183737,0.682158439,-0.722646285,-0.671513676,-0.773128274
g26893,-0.808076137,0.650980363,1.616474434,0.123182332,-0.937609565,-0.644951427
g26894,1.248385612,0.15891293,1.127937543,-0.826719237,-0.831265637,-0.877251211
g26895,1.921216051,-0.8372862,0.00701543,0.002610749,-0.476449238,-0.617106794
g26899,2.029654271,-0.362240044,-0.359105857,-0.614129238,-0.380493298,-0.313685836
g26900,2.019666079,-0.48211417,-0.489570064,-0.482899394,-0.449850959,-0.115231492
g26901,-0.752315567,0.713937804,-1.301142579,0.202661802,-0.310219298,1.447077838
g26902,2.041116334,-0.421497709,-0.390631082,-0.410073159,-0.417228031,-0.401686353
g26903,-0.957279985,-1.037018675,-0.283095722,0.375796746,0.251226045,1.650371591
g26904,0.438411876,-1.179621289,-0.980790585,1.552309214,-0.038193409,0.207884194
g26905,-0.826236553,-1.292859587,-0.489781803,1.149096744,0.830033328,0.629747871
g26906,-0.960239911,-1.257527124,-0.089732736,0.29260998,0.575587368,1.439302423
g26907,-1.649186421,0.355550566,1.016141071,0.599952575,0.434293003,-0.756750794
g26908,-1.067553192,-0.989550173,1.676676997,0.225351702,0.018092312,0.136982353
g26909,0.171811105,-0.782097734,1.377371698,0.972206229,-0.825491231,-0.913800066
g26910,-0.319805686,-0.42040599,2.034653938,-0.337781651,-0.547142637,-0.409517973
g26911,0.065483874,-0.557401874,1.983088752,-0.521928276,-0.556208244,-0.413034232
g26912,-0.403579336,-0.360939893,2.037261159,-0.49503638,-0.321998057,-0.455707493
g26913,1.990215197,-0.593938869,-0.593938869,-0.062309394,-0.202960924,-0.537067142
g26914,-0.604881504,1.408250834,0.80134047,-1.01016755,-0.93430436,0.339762109
g26915,-0.346985767,1.922871769,0.254369619,-0.588999978,-0.630177077,-0.611078566
g26916,1.698673563,-1.008037539,-0.73088243,0.564565965,-0.494527046,-0.029792513
g26920,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g26921,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
