,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g8576,119.265348215206,3.47593353044743,0.416648398252264,8.34260624792537,7.26708244724951e-17,5.57054901774617e-14
g21340,67.6095282136094,3.57194907971525,0.428571262813529,8.33455107621016,7.7792786624155e-17,5.703902407085871e-14
g8994,154.603010988839,-2.89540502455406,0.348134530376966,-8.31691421537207,9.028304933309071e-17,6.240986899713881e-14
g27158,233.333628690374,6.53885516778026,0.786486084928343,8.31401253383398,9.25193741062897e-17,6.240986899713881e-14
g8545,116.328672693954,3.73260888594501,0.452392564150492,8.25081838591698,1.57313468806806e-16,1.02035936075307e-13
g27285,113.00771748253,8.02630979641234,0.992700514840287,8.0853285320434,6.1996846085151e-16,3.87227708288884e-13
g10238,14643.0218983303,4.21625430939662,0.522376768189515,8.07128985465714,6.9559362951850895e-16,4.18946106007148e-13
g18361,70.580010543332,7.36151683408485,0.914938020310183,8.04591859849604,8.560087887573619e-16,4.97783869434626e-13
g15883,338.157233568158,3.03582580522835,0.379155980717066,8.00679920566451,1.17732483979046e-15,6.61813536607544e-13
g18000,1322.86394794918,3.40801421174383,0.426281055683802,7.99475877781384,1.2982780011849902e-15,6.63459400363143e-13
g19629,141.15131321832,3.93575342684381,0.492117785014569,7.99758420990067,1.26883995275987e-15,6.63459400363143e-13
g22055,131.165702985614,4.52296216666953,0.565436580956509,7.99906182054646,1.2537076517658502e-15,6.63459400363143e-13
g27220,281.882534348073,7.90166046869393,0.992623325470425,7.96038161298413,1.7150948560683702e-15,8.50687048609913e-13
g27275,240.273062080797,6.46088281628014,0.815712679664721,7.92053743597037,2.36486160573796e-15,1.139457889119e-12
g27282,174.173023495605,6.81817995312377,0.863875609756042,7.89254827445495,2.96077743214901e-15,1.3869597393266899e-12
g27221,221.785750341663,6.55644658178391,0.834626914015905,7.85554176564569,3.98047820559363e-15,1.81423741781435e-12
g17985,218.706155554583,5.60336359390165,0.725528980715821,7.72314234556594,1.13496304508583e-14,5.03684652429668e-12
g12373,349.175774064497,4.65072052961046,0.605586332066917,7.67969863807388,1.5946327390085302e-14,6.895355515548689e-12
g15881,409.297212625116,2.92213296938714,0.383864297081579,7.61241144749163,2.69028514112785e-14,1.1342242154995e-11
g26724,1499.01451927454,3.62577056569312,0.484165752667961,7.48869688885175,6.95607782883906e-14,2.8611535733059e-11
g12374,241.364231927922,4.07554596251685,0.552640423969665,7.37467942218531,1.64740977091826e-13,6.61474247065847e-11
g27237,79.4004569429403,7.24408481946954,0.999599084269207,7.24699025186242,4.2613462302235597e-13,1.67124053084861e-10
g19628,3310.39845097981,3.52244646158979,0.488600568071328,7.20925576385243,5.625850557044899e-13,2.10831875097789e-10
g28453,142.976078145358,2.56993703068519,0.356414226322105,7.21053437514204,5.57327247027889e-13,2.10831875097789e-10
g19601,3244.10624916186,3.4573130130333,0.483193995061103,7.15512412896625,8.35972426670215e-13,3.0647476094275003e-10
g20118,6984.5133432359,2.41465222180723,0.338022932758778,7.14345681253051,9.10125263588795e-13,3.2656069032258403e-10
g61,173.882765462922,1.9862459786796,0.279000542017658,7.11914738342656,1.08596737651875e-12,3.81536538283589e-10
g17164,260.419794999346,2.61669605795499,0.371876138792053,7.03647205344951,1.97168174362966e-12,6.78580427032054e-10
g6418,390.95967695827,1.85227657480035,0.265067043664484,6.98795500637539,2.7892180123962698e-12,9.40747451221013e-10
g27280,108.913612727976,6.49707615666011,0.933474698926266,6.96009882660281,3.4003411956755098e-12,1.1243794887033702e-09
g8680,282.354800719418,2.54712664337295,0.366240615287389,6.95479020363217,3.5308708988870996e-12,1.13243137121592e-09
g27692,123.861350406965,3.38723523819111,0.487114633460877,6.95367169350939,3.5589932800310496e-12,1.13243137121592e-09
g20366,3284.78476284333,2.88993071227339,0.4158015951874,6.9502636491111,3.64604165980594e-12,1.1386453064994e-09
g20792,71.4838126347615,3.84946458437838,0.554345743340075,6.94415828140822,3.8072344989991e-12,1.1673673198385601e-09
g27248,141.787640028184,6.00416323656581,0.866473936213749,6.92942163130992,4.22564634882302e-12,1.27252321475985e-09
g13572,1574.22123775042,-2.06281704522366,0.297919398656184,-6.92407763485138,4.38825220285565e-12,1.2983067569992601e-09
